"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"5915"," Passat",2016,15622,"Semi-Auto",33001,"Diesel",30,61.4,2
"5916"," Passat",2019,30990,"Automatic",9143,"Diesel",145,48.7,2
"5917"," Passat",2015,10995,"Manual",37701,"Diesel",20,68.9,1.6
"5918"," Passat",2016,14995,"Semi-Auto",76971,"Hybrid",0,166,1.4
"5919"," Passat",2015,9995,"Manual",62602,"Diesel",20,68.9,1.6
"5920"," Passat",2016,11495,"Semi-Auto",46644,"Diesel",30,62.8,2
"5921"," Passat",2019,22991,"Manual",2987,"Petrol",145,45.6,1.5
"5922"," Passat",2019,20795,"Semi-Auto",17947,"Diesel",150,51.4,2
"5923"," Passat",2016,9995,"Manual",67191,"Diesel",20,68.9,2
"5924"," Passat",2017,14802,"Semi-Auto",20276,"Diesel",145,62.8,2
"5925"," Passat",2017,16995,"Semi-Auto",32548,"Diesel",145,60.1,2
"5926"," Passat",2019,19995,"Manual",13299,"Petrol",145,44.1,1.5
"5927"," Passat",2017,12150,"Manual",32720,"Diesel",145,68.9,2
"5928"," Passat",2016,12350,"Manual",22506,"Diesel",20,68.9,1.6
"5929"," Passat",2016,12995,"Manual",21545,"Diesel",20,68.9,2
"5930"," Passat",2019,25995,"Automatic",1500,"Diesel",145,48.7,2
"5931"," Passat",2018,17998,"Manual",6502,"Petrol",150,45.6,1.5
"5932"," Passat",2018,18499,"Semi-Auto",20459,"Diesel",145,62.8,2
"5933"," Passat",2015,8522,"Manual",73938,"Diesel",20,70.6,1.6
"5934"," Passat",2015,10989,"Manual",41786,"Diesel",20,67.3,2
"5935"," Passat",2019,28996,"Automatic",3662,"Hybrid",135,43.5,1.4
"5936"," Passat",2018,25620,"Semi-Auto",13958,"Hybrid",135,166,1.4
"5937"," Passat",2017,13990,"Semi-Auto",45672,"Diesel",145,62.8,2
"5938"," Passat",2017,15290,"Manual",31142,"Diesel",145,68.9,2
"5939"," Passat",2018,15390,"Semi-Auto",20602,"Petrol",145,55.4,1.4
"5940"," Passat",2017,12100,"Semi-Auto",62776,"Diesel",30,60.1,2
"5941"," Passat",2020,29990,"Semi-Auto",4000,"Diesel",145,48.7,2
"5942"," Passat",2019,22990,"Semi-Auto",22495,"Petrol",145,40.4,2
"5943"," Passat",2016,16932,"Semi-Auto",39299,"Diesel",125,57.6,2
"5944"," Passat",2013,7652,"Manual",46495,"Diesel",30,65.7,1.6
"5945"," Passat",2014,7391,"Manual",76599,"Diesel",30,61.4,2
"5946"," Passat",2014,9701,"Manual",69000,"Diesel",30,61.4,2
"5947"," Passat",2017,15991,"Semi-Auto",23583,"Diesel",30,60.1,2
"5948"," Passat",2019,20546,"Manual",1870,"Petrol",145,45.6,1.5
"5949"," Passat",2019,18990,"Manual",11341,"Petrol",145,44.1,1.5
"5950"," Passat",2018,19999,"Semi-Auto",17677,"Diesel",150,49.6,2
"5951"," Passat",2018,12310,"Manual",33632,"Diesel",145,70.6,1.6
"5952"," Passat",2019,22826,"Manual",6033,"Petrol",145,42.8,1.5
"5953"," Passat",2020,27000,"Manual",2000,"Diesel",150,57.7,2
"5954"," Passat",2015,12250,"Manual",33244,"Diesel",20,67.3,2
"5955"," Passat",2019,17000,"Manual",15102,"Diesel",150,51.4,2
"5956"," Passat",2016,13499,"Manual",61353,"Diesel",125,54.3,2
"5957"," Passat",2015,10332,"Semi-Auto",57121,"Diesel",30,60.1,2
"5958"," Passat",2019,16656,"Semi-Auto",14602,"Diesel",145,53.3,2
"5959"," Passat",2015,8299,"Manual",91027,"Diesel",20,67.3,2
"5960"," Passat",2019,18750,"Semi-Auto",9007,"Diesel",145,51.4,2
"5961"," Passat",2020,28500,"Semi-Auto",2000,"Diesel",145,52.3,2
"5962"," Passat",2016,11852,"Manual",66439,"Diesel",20,68.9,2
"5963"," Passat",2019,22795,"Semi-Auto",4506,"Petrol",145,39.2,1.5
"5964"," Passat",2020,28895,"Semi-Auto",6,"Petrol",145,40.9,1.5
"5965"," Passat",2019,24890,"Manual",10,"Petrol",145,45.6,1.5
"5966"," Passat",2019,14995,"Manual",14430,"Diesel",145,53.3,2
"5967"," Passat",2018,13495,"Manual",31971,"Diesel",145,68.9,1.6
"5968"," Passat",2015,10895,"Manual",44545,"Diesel",20,68.9,2
"5969"," Passat",2016,11490,"Manual",27709,"Diesel",20,70.6,1.6
"5970"," Passat",2017,20990,"Semi-Auto",18707,"Diesel",145,57.6,2
"5971"," Passat",2017,19499,"Semi-Auto",25091,"Petrol",145,54.3,1.4
"5972"," Passat",2017,11995,"Semi-Auto",61660,"Diesel",125,60.1,2
"5973"," Passat",2017,13995,"Manual",39157,"Diesel",145,68.9,2
"5974"," Passat",2017,12995,"Manual",50194,"Diesel",145,68.9,2
"5975"," Passat",2017,18990,"Semi-Auto",15118,"Diesel",145,60.1,2
"5976"," Passat",2019,17990,"Semi-Auto",17655,"Diesel",150,51.4,2
"5977"," Passat",2019,23390,"Semi-Auto",5790,"Petrol",150,39.2,1.5
"5978"," Passat",2019,17290,"Manual",14878,"Diesel",145,51.4,2
"5979"," Passat",2017,25290,"Automatic",9498,"Hybrid",135,166,1.4
"5980"," Passat",2019,23790,"Semi-Auto",5831,"Petrol",145,40.4,2
"5981"," Passat",2017,13000,"Manual",30051,"Diesel",145,68.9,2
"5982"," Passat",2015,11000,"Manual",50055,"Diesel",20,68.9,1.6
"5983"," Passat",2020,26995,"Semi-Auto",1000,"Diesel",150,49.6,2
"5984"," Passat",2015,10495,"Manual",37077,"Diesel",20,68.9,1.6
"5985"," Passat",2019,29990,"Automatic",5000,"Diesel",145,48.7,2
"5986"," Passat",2019,30650,"Automatic",5000,"Petrol",145,40.4,2
"5987"," Passat",2017,22498,"Semi-Auto",27501,"Hybrid",135,166,1.4
"5988"," Passat",2015,10413,"Manual",47873,"Diesel",20,68.9,1.6
"5989"," Passat",2015,9991,"Manual",78684,"Diesel",20,67.3,2
"5990"," Passat",2013,7691,"Manual",48179,"Diesel",30,61.4,2
"5991"," Passat",2015,8298,"Manual",79000,"Diesel",20,70.6,1.6
"5992"," Passat",2016,10492,"Manual",37877,"Diesel",20,70.6,1.6
"5993"," Passat",2014,8391,"Manual",56261,"Diesel",30,61.4,2
"5994"," Passat",2018,19995,"Semi-Auto",54040,"Hybrid",135,166,1.4
"5995"," Passat",2017,16011,"Manual",20535,"Diesel",150,67.3,2
"5996"," Passat",2019,24995,"Automatic",17500,"Diesel",145,48.7,2
"5997"," Passat",2014,8941,"Semi-Auto",67631,"Diesel",145,54.3,2
"5998"," Passat",2017,11691,"Semi-Auto",77445,"Diesel",145,70.6,1.6
"5999"," Passat",2019,22515,"Manual",5617,"Petrol",145,42.8,1.5
"6000"," Passat",2019,21995,"Manual",8607,"Petrol",145,42.8,1.5
"6001"," Passat",2019,28990,"Semi-Auto",10,"Diesel",145,48.7,2
"6002"," Passat",2019,31490,"Semi-Auto",10,"Diesel",145,48.7,2
"6003"," Passat",2016,11290,"Semi-Auto",48020,"Diesel",30,62.8,2
"6004"," Passat",2019,26950,"Semi-Auto",12911,"Diesel",145,52.3,2
"6005"," Passat",2017,14250,"Semi-Auto",20168,"Petrol",145,56.5,1.4
"6006"," Passat",2019,19990,"Manual",15454,"Diesel",150,51.4,2
"6007"," Passat",2019,18990,"Manual",15598,"Diesel",150,51.4,2
"6008"," Passat",2015,9990,"Manual",62540,"Diesel",20,67.3,2
"6009"," Passat",2019,14500,"Manual",11102,"Petrol",145,47.1,1.5
"6010"," Passat",2019,14990,"Manual",16482,"Diesel",145,53.3,2
"6011"," Passat",2018,19490,"Manual",18400,"Petrol",145,54.3,1.4
"6012"," Passat",2019,14850,"Manual",11534,"Diesel",145,55.4,2
"6013"," Passat",2020,24990,"Manual",1108,"Petrol",145,45.6,1.5
"6014"," Passat",2019,14990,"Manual",17104,"Diesel",145,53.3,2
"6015"," Passat",2014,9000,"Manual",53314,"Diesel",30,61.4,2
"6016"," Passat",2019,14250,"Manual",14485,"Diesel",145,55.4,2
"6017"," Passat",2019,26990,"Semi-Auto",3771,"Diesel",145,48.7,2
"6018"," Passat",2019,28000,"Semi-Auto",5530,"Hybrid",135,43.5,1.4
"6019"," Passat",2019,24990,"Semi-Auto",5000,"Diesel",145,54.3,2
"6020"," Passat",2019,30000,"Semi-Auto",13,"Petrol",150,33.2,2
"6021"," Passat",2019,25790,"Semi-Auto",8513,"Diesel",145,48.7,2
"6022"," Passat",2018,13590,"Manual",31554,"Diesel",145,68.9,2
"6023"," Passat",2019,14780,"Automatic",14996,"Petrol",145,47.1,2
"6024"," Passat",2019,15990,"Semi-Auto",12005,"Petrol",145,40.4,2
"6025"," Passat",2019,25990,"Semi-Auto",2576,"Petrol",150,36.7,2
"6026"," Passat",2018,15640,"Semi-Auto",40377,"Diesel",145,68.9,1.6
"6027"," Passat",2017,12499,"Manual",44216,"Diesel",145,67.3,2
"6028"," Passat",2016,14900,"Semi-Auto",58272,"Diesel",125,57.6,2
"6029"," Passat",2019,14990,"Manual",16872,"Diesel",150,53.3,2
"6030"," Passat",2019,17990,"Semi-Auto",13084,"Diesel",150,51.4,2
"6031"," Passat",2019,14900,"Semi-Auto",13457,"Diesel",150,53.3,2
"6032"," Passat",2019,19990,"Semi-Auto",12084,"Diesel",150,49.6,2
"6033"," Passat",2019,19998,"Manual",3125,"Petrol",145,45.6,1.5
"6034"," Passat",2019,14990,"Manual",11387,"Diesel",150,53.3,2
"6035"," Passat",2016,12400,"Manual",55212,"Diesel",20,68.9,2
"6036"," Passat",2015,12490,"Manual",48328,"Diesel",20,67.3,2
"6037"," Passat",2020,24490,"Manual",2500,"Diesel",145,55.4,2
"6038"," Passat",2019,16750,"Semi-Auto",6182,"Diesel",145,53.3,2
"6039"," Passat",2019,27990,"Semi-Auto",8928,"Diesel",145,52.3,2
"6040"," Passat",2016,15495,"Semi-Auto",17457,"Diesel",30,60.1,2
"6041"," Passat",2019,23395,"Manual",4322,"Petrol",145,43.5,1.5
"6042"," Passat",2019,28990,"Semi-Auto",9648,"Diesel",145,38.2,2
"6043"," Passat",2019,32290,"Semi-Auto",8206,"Hybrid",135,41.5,1.4
"6044"," Passat",2019,18000,"Semi-Auto",17655,"Diesel",145,51.4,2
"6045"," Passat",2019,23390,"Semi-Auto",5790,"Petrol",145,39.2,1.5
"6046"," Passat",2019,29990,"Semi-Auto",5580,"Diesel",150,37.2,2
"6047"," Passat",2014,9990,"Manual",41465,"Diesel",30,61.4,2
"6048"," Passat",2019,22950,"Semi-Auto",4997,"Petrol",145,39.2,1.5
"6049"," Passat",2019,15290,"Manual",7686,"Diesel",145,53.3,2
"6050"," Passat",2019,31980,"Automatic",7473,"Diesel",145,37.2,2
"6051"," Passat",2019,14990,"Manual",8781,"Diesel",145,53.3,2
"6052"," Passat",2019,30950,"Automatic",5000,"Hybrid",135,41.5,1.4
"6053"," Passat",2019,17990,"Semi-Auto",17395,"Diesel",150,51.4,2
"6054"," Passat",2016,9000,"Manual",85057,"Diesel",20,67.3,2
"6055"," Passat",2014,9990,"Semi-Auto",51800,"Diesel",145,54.3,2
"6056"," Passat",2015,9740,"Manual",46521,"Diesel",20,68.9,1.6
"6057"," Passat",2019,29950,"Automatic",5000,"Diesel",145,48.7,2
"6058"," Passat",2017,14195,"Semi-Auto",17653,"Diesel",145,70.6,1.6
"6059"," Passat",2016,14650,"Semi-Auto",38885,"Diesel",30,61.4,2
"6060"," Passat",2014,8990,"Semi-Auto",63000,"Diesel",150,54.3,2
"6061"," Passat",2015,8260,"Manual",65070,"Diesel",20,68.9,1.6
"6062"," Passat",2015,8600,"Manual",65655,"Diesel",0,76.3,1.6
"6063"," Passat",2019,22450,"Manual",100,"Petrol",145,45.6,1.5
"6064"," Passat",2017,14491,"Manual",38105,"Diesel",20,68.9,2
"6065"," Passat",2019,31450,"Automatic",7000,"Diesel",145,44.1,2
"6066"," Passat",2017,13750,"Manual",18181,"Diesel",145,68.9,2
"6067"," Passat",2019,30991,"Automatic",3569,"Diesel",145,48.7,2
"6068"," Passat",2017,16850,"Manual",18645,"Petrol",150,55.4,1.4
"6069"," Passat",2017,14950,"Semi-Auto",40905,"Diesel",145,68.9,1.6
"6070"," Passat",2019,26250,"Manual",5000,"Diesel",145,57.7,2
"6071"," Passat",2015,9990,"Manual",53535,"Diesel",20,70.6,1.6
"6072"," Passat",2015,7520,"Manual",74178,"Diesel",20,70.6,1.6
"6073"," Passat",2016,11450,"Manual",45324,"Diesel",20,68.9,2
"6074"," Passat",2017,13750,"Manual",18181,"Diesel",145,68.9,2
"6075"," Passat",2019,31990,"Automatic",25,"Diesel",145,48.7,2
"6076"," Passat",2017,14690,"Semi-Auto",33102,"Diesel",125,60.1,2
"6077"," Passat",2017,18480,"Semi-Auto",50931,"Hybrid",0,166,1.4
"6078"," Passat",2019,28990,"Semi-Auto",1325,"Petrol",145,35.8,2
"6079"," Passat",2019,22990,"Manual",4321,"Petrol",145,45.6,1.5
"6080"," Passat",2019,29980,"Semi-Auto",2559,"Petrol",145,35.8,2
"6081"," Passat",2017,22490,"Automatic",18500,"Hybrid",135,166,1.4
"6082"," Passat",2019,29480,"Semi-Auto",14521,"Hybrid",135,43.5,1.4
"6083"," Passat",2015,14790,"Semi-Auto",58000,"Diesel",30,61.4,2
"6084"," Passat",2019,32290,"Semi-Auto",4102,"Hybrid",135,41.5,1.4
"6085"," Passat",2019,26995,"Semi-Auto",2868,"Petrol",150,35.8,2
"6086"," Passat",2020,33000,"Semi-Auto",2500,"Diesel",145,45.6,2
"6087"," Passat",2017,14995,"Manual",33743,"Diesel",20,67.3,2
"6088"," Passat",2017,16790,"Semi-Auto",48674,"Diesel",30,61.4,2
"6089"," Passat",2018,16590,"Semi-Auto",17618,"Diesel",145,61.4,2
"6090"," Passat",2019,23990,"Semi-Auto",3409,"Petrol",145,40.4,2
"6091"," Passat",2017,17990,"Semi-Auto",18900,"Diesel",145,62.8,2
"6092"," Passat",2019,29990,"Semi-Auto",3028,"Hybrid",140,43.5,1.4
"6093"," Passat",2020,29780,"Semi-Auto",826,"Diesel",145,52.3,2
"6094"," Passat",2017,14090,"Semi-Auto",35061,"Diesel",30,60.1,2
"6095"," Passat",2019,29980,"Semi-Auto",9959,"Diesel",145,48.7,2
"6096"," Passat",2019,25750,"Manual",5000,"Petrol",145,43.5,1.5
"6097"," Passat",2016,16495,"Semi-Auto",42415,"Diesel",125,57.6,2
"6098"," Passat",2016,11950,"Manual",26325,"Diesel",20,70.6,1.6
"6099"," Passat",2015,9000,"Manual",50961,"Diesel",20,70.6,1.6
"6100"," Passat",2019,24490,"Semi-Auto",5284,"Petrol",145,39.2,1.5
"6101"," Passat",2018,19490,"Manual",18400,"Petrol",145,54.3,1.4
"6102"," Passat",2019,29990,"Automatic",6000,"Hybrid",135,43.5,1.4
"6103"," Passat",2019,22990,"Semi-Auto",11083,"Petrol",150,39.2,1.5
"6104"," Passat",2020,37522,"Semi-Auto",5000,"Diesel",145,48.7,2
"6105"," Passat",2019,31219,"Semi-Auto",803,"Diesel",145,48.7,2
"6106"," Passat",2019,20992,"Semi-Auto",3844,"Diesel",145,47.1,1.6
"6107"," Passat",2020,28151,"Semi-Auto",6142,"Petrol",145,36.7,2
"6108"," Passat",2015,11491,"Manual",35777,"Diesel",20,68.9,2
"6109"," Passat",2015,9491,"Manual",69306,"Diesel",20,68.9,1.6
"6110"," Passat",2017,10000,"Semi-Auto",82405,"Diesel",20,70.6,1.6
"6111"," Passat",2019,23999,"Semi-Auto",4249,"Diesel",145,49.6,1.6
"6112"," Passat",2019,22800,"Automatic",9177,"Diesel",145,51.4,2
"6113"," Passat",2019,28999,"Semi-Auto",8275,"Diesel",150,48.7,2
"6114"," Passat",2019,32999,"Semi-Auto",6013,"Hybrid",140,41.5,1.4
"6115"," Passat",2017,17995,"Semi-Auto",41576,"Diesel",125,57.6,2
"6116"," Passat",2018,20495,"Semi-Auto",22765,"Diesel",150,57.6,2
"6117"," Passat",2018,15999,"Manual",12000,"Petrol",145,53.3,1.4
"6118"," Passat",2016,12499,"Manual",44882,"Diesel",20,67.3,2
"6119"," Passat",2020,33490,"Semi-Auto",100,"Hybrid",135,43.5,1.4
"6120"," Passat",2016,11200,"Manual",45818,"Diesel",20,67.3,2
"6121"," Passat",2014,11000,"Semi-Auto",29091,"Diesel",150,54.3,2
"6122"," Passat",2015,9200,"Manual",43582,"Diesel",20,70.6,1.6
"6123"," Passat",2017,18450,"Manual",27529,"Diesel",145,67.3,2
"6124"," Passat",2019,24990,"Automatic",13000,"Diesel",145,49.6,2
"6125"," Passat",2015,11890,"Semi-Auto",49172,"Diesel",30,62.8,2
"6126"," Passat",2016,14995,"Semi-Auto",43292,"Diesel",125,60.1,2
"6127"," Passat",2019,18790,"Semi-Auto",14990,"Diesel",145,51.4,2
"6128"," Passat",2019,18490,"Semi-Auto",8839,"Diesel",145,53.3,2
"6129"," Passat",2020,25690,"Semi-Auto",4997,"Diesel",145,53.3,2
"6130"," Passat",2019,19200,"Manual",20394,"Petrol",150,45.6,1.5
"6131"," Passat",2019,29995,"Semi-Auto",5000,"Hybrid",135,43.5,1.4
"6132"," Passat",2019,17993,"Semi-Auto",13383,"Petrol",145,40.4,1.5
"6133"," Passat",2017,12777,"Manual",18104,"Diesel",20,70.6,1.6
"6134"," Passat",2017,13661,"Manual",31632,"Diesel",20,68.9,2
"6135"," Passat",2019,27290,"Semi-Auto",10456,"Diesel",145,48.7,2
"6136"," Passat",2019,17990,"Semi-Auto",17139,"Diesel",145,51.4,2
"6137"," Passat",2017,17800,"Semi-Auto",26000,"Diesel",145,62.8,2
"6138"," Passat",2018,21000,"Semi-Auto",9000,"Diesel",145,62.8,2
"6139"," Passat",2019,22998,"Semi-Auto",3135,"Petrol",145,39.2,1.5
"6140"," Passat",2013,7295,"Manual",53010,"Diesel",30,61.4,2
"6141"," Passat",2019,30990,"Semi-Auto",6000,"Hybrid",135,43.5,1.4
"6142"," Passat",2019,19690,"Automatic",4411,"Petrol",145,41.5,1.5
"6143"," Passat",2019,33990,"Automatic",5000,"Petrol",145,33.6,2
"6144"," Passat",2016,14995,"Manual",14744,"Diesel",20,68.9,2
"6145"," Passat",2016,12995,"Semi-Auto",43696,"Diesel",20,70.6,1.6
"6146"," Passat",2017,15995,"Manual",26335,"Diesel",145,67.3,1.6
"6147"," Passat",2019,19490,"Semi-Auto",12653,"Petrol",145,40.4,1.5
"6148"," Passat",2020,22490,"Semi-Auto",20,"Diesel",150,49.6,1.6
"6149"," Passat",2019,25995,"Semi-Auto",7887,"Diesel",145,48.7,2
"6150"," Passat",2016,21490,"Semi-Auto",20898,"Diesel",125,57.6,2
"6151"," Passat",2015,13800,"Semi-Auto",17223,"Diesel",30,62.8,2
"6152"," Passat",2019,25995,"Manual",150,"Petrol",145,43.5,1.5
"6153"," Passat",2017,15700,"Semi-Auto",36556,"Diesel",30,62.8,2
"6154"," Passat",2019,21995,"Semi-Auto",9000,"Petrol",145,41.5,1.5
"6155"," Passat",2019,23995,"Semi-Auto",11000,"Petrol",145,39.2,1.5
"6156"," Passat",2019,21995,"Semi-Auto",14000,"Petrol",145,40.4,1.5
"6157"," Passat",2019,22495,"Semi-Auto",19500,"Petrol",145,39.2,1.5
"6158"," Passat",2019,32995,"Semi-Auto",5000,"Hybrid",135,43.5,1.4
"6159"," Passat",2019,23999,"Semi-Auto",3600,"Petrol",145,40.4,2
"6160"," Passat",2019,25499,"Manual",15,"Diesel",145,57.7,2
"6161"," Passat",2017,13999,"Semi-Auto",41362,"Diesel",150,60.1,2
"6162"," Passat",2019,26995,"Semi-Auto",4991,"Petrol",145,39.2,1.5
"6163"," Passat",2018,15495,"Semi-Auto",23580,"Petrol",145,55.4,1.4
"6164"," Passat",2016,12495,"Manual",44000,"Diesel",20,67.3,2
"6165"," Passat",2019,22495,"Manual",554,"Petrol",145,43.5,1.5
"6166"," Passat",2016,14999,"Semi-Auto",39115,"Diesel",30,61.4,2
"6167"," Passat",2013,5770,"Manual",91016,"Diesel",30,61.4,2
"6168"," Passat",2016,11800,"Manual",53671,"Diesel",20,67.3,2
"6169"," Passat",2015,9440,"Manual",69700,"Diesel",20,68.9,1.6
"6170"," Passat",2019,18741,"Semi-Auto",12489,"Diesel",150,51.4,2
"6171"," Passat",2019,26650,"Manual",50,"Petrol",145,43.5,1.5
"6172"," Passat",2019,32995,"Semi-Auto",5022,"Hybrid",135,41.5,1.4
"6173"," Passat",2016,15691,"Semi-Auto",30001,"Diesel",125,60.1,2
"6174"," Passat",2019,18249,"Manual",17148,"Petrol",150,45.6,1.5
"6175"," Passat",2019,19499,"Semi-Auto",4053,"Petrol",145,41.5,1.5
"6176"," Passat",2019,23647,"Automatic",3114,"Petrol",145,39.2,1.5
"6177"," Passat",2018,20899,"Semi-Auto",11453,"Petrol",145,54.3,1.4
"6178"," Passat",2019,28999,"Automatic",2986,"Diesel",145,48.7,2
"6179"," Passat",2017,14999,"Manual",21421,"Diesel",145,68.9,2
"6180"," Passat",2017,14690,"Manual",43875,"Diesel",20,67.3,2
"6181"," Passat",2017,14990,"Manual",59044,"Diesel",20,67.3,2
"6182"," Passat",2016,12990,"Semi-Auto",56575,"Diesel",30,61.4,2
"6183"," Passat",2016,12490,"Manual",52200,"Diesel",20,67.3,2
"6184"," Passat",2019,18995,"Semi-Auto",17569,"Petrol",150,41.5,1.5
"6185"," Passat",2016,14995,"Semi-Auto",64036,"Diesel",125,60.1,2
"6186"," Passat",2016,12990,"Semi-Auto",45717,"Diesel",30,62.8,2
"6187"," Passat",2019,17391,"Manual",16796,"Diesel",150,51.4,2
"6188"," Passat",2017,23792,"Semi-Auto",28068,"Hybrid",135,166,1.4
"6189"," Passat",2019,24288,"Semi-Auto",2794,"Petrol",145,39.2,1.5
"6190"," Passat",2019,32500,"Automatic",7000,"Hybrid",135,41.5,1.4
"6191"," Passat",2013,7999,"Semi-Auto",71249,"Diesel",150,54.3,2
"6192"," Passat",2019,30750,"Automatic",9000,"Hybrid",135,43.5,1.4
"6193"," Passat",2015,14000,"Semi-Auto",49950,"Diesel",30,61.4,2
"6194"," Passat",2019,31000,"Automatic",9900,"Hybrid",135,41.5,1.4
"6195"," Passat",2020,31000,"Semi-Auto",5000,"Diesel",145,48.7,2
"6196"," Passat",2014,5995,"Manual",115900,"Diesel",30,61.4,2
"6197"," Passat",2012,6250,"Semi-Auto",86250,"Diesel",150,54.3,2
"6198"," Passat",2016,9500,"Semi-Auto",89100,"Diesel",30,62.8,2
"6199"," Passat",2017,15992,"Semi-Auto",25035,"Diesel",125,60.1,2
"6200"," Passat",2016,14495,"Semi-Auto",35409,"Diesel",30,60.1,2
"6201"," Passat",2016,13495,"Semi-Auto",35710,"Diesel",30,60.1,2
"6202"," Passat",2016,11999,"Automatic",43656,"Diesel",30,62.8,2
"6203"," Passat",2017,20599,"Automatic",30828,"Diesel",145,53.3,2
"6204"," Passat",2019,26999,"Automatic",10002,"Hybrid",135,43.5,1.4
"6205"," Passat",2019,16999,"Manual",6497,"Diesel",145,54.3,2
"6206"," Passat",2006,1895,"Manual",126323,"Diesel",200,46.3,2
"6207"," Passat",2014,8995,"Manual",52374,"Diesel",30,65.7,1.6
"6208"," Passat",2019,16499,"Automatic",9444,"Diesel",145,53.3,2
"6209"," Passat",2020,35999,"Automatic",2030,"Hybrid",135,41.5,1.4
"6210"," Passat",2020,28999,"Automatic",1776,"Diesel",145,52.3,2
"6211"," Passat",2020,27999,"Automatic",1000,"Diesel",145,52.3,2
"6212"," Passat",2019,29999,"Automatic",4750,"Hybrid",135,43.5,1.4
"6213"," Passat",2017,25500,"Semi-Auto",22400,"Hybrid",135,166,1.4
"6214"," Passat",2019,20999,"Manual",5000,"Petrol",145,45.6,1.5
"6215"," Passat",2015,11995,"Automatic",38400,"Diesel",30,61.1,2
"6216"," Passat",2018,13775,"Manual",34393,"Diesel",145,68.9,2
"6217"," Passat",2017,12250,"Automatic",51584,"Diesel",30,62.8,2
"6218"," Passat",2017,12975,"Semi-Auto",52085,"Diesel",30,60.1,2
"6219"," Passat",2017,11975,"Manual",41592,"Diesel",20,68.9,2
"6220"," Passat",2016,10500,"Manual",45935,"Diesel",20,68.9,1.6
"6221"," Passat",2017,12490,"Manual",39000,"Diesel",145,67.3,2
"6222"," Passat",2015,13000,"Automatic",41588,"Diesel",30,60.1,2
"6223"," Passat",2016,8490,"Manual",85000,"Diesel",20,67.3,2
"6224"," Passat",2015,11000,"Manual",45133,"Diesel",20,68.9,2
"6225"," Passat",2016,7990,"Manual",85000,"Diesel",20,68.9,2
"6226"," Passat",2016,12202,"Automatic",38930,"Diesel",20,68.9,1.6
"6227"," Passat",2015,8490,"Manual",96000,"Diesel",20,67.3,2
"6228"," Passat",2015,10500,"Manual",80000,"Diesel",20,67.3,2
"6229"," Passat",2015,13999,"Manual",23000,"Diesel",20,68.9,2
"6230"," Passat",2015,9990,"Manual",67000,"Diesel",20,67.3,2
"6231"," Passat",2016,9490,"Manual",47000,"Diesel",20,68.9,2
"6232"," Passat",2016,14905,"Manual",31653,"Diesel",20,68.9,2
"6233"," Passat",2016,10299,"Manual",56778,"Diesel",20,68.9,1.6
"6234"," Passat",2017,11001,"Manual",38667,"Diesel",145,68.9,2
"6235"," Passat",2015,9470,"Manual",52613,"Diesel",20,68.9,2
"6236"," Passat",2013,8130,"Manual",35815,"Diesel",30,61.4,2
"6237"," Passat",2019,19000,"Automatic",4037,"Petrol",145,41.5,1.5
"6238"," Passat",2011,5782,"Manual",86863,"Diesel",30,61.4,2
"6239"," Passat",2016,9990,"Automatic",64000,"Diesel",20,70.6,1.6
"6240"," Passat",2016,11782,"Manual",26328,"Diesel",20,68.9,2
"6241"," Passat",2018,16230,"Automatic",16468,"Petrol",145,55.4,1.4
"6242"," Passat",2016,11499,"Manual",42185,"Diesel",20,68.9,2
"6243"," Passat",2015,9846,"Manual",70000,"Diesel",20,68.9,2
"6244"," Passat",2018,17699,"Automatic",5670,"Petrol",145,41.5,1.5
"6245"," Passat",2015,9999,"Manual",57140,"Diesel",0,76.3,1.6
"6246"," Passat",2016,11463,"Manual",74572,"Diesel",20,68.9,2
"6247"," Passat",2016,13999,"Manual",18692,"Diesel",20,67.3,2
"6248"," Passat",2019,17695,"Automatic",4798,"Petrol",145,42.2,1.5
"6249"," Passat",2018,19499,"Automatic",7322,"Petrol",145,44.8,2
"6250"," Passat",2016,11699,"Manual",52538,"Diesel",20,67.3,2
"6251"," Passat",2019,29795,"Automatic",32,"Petrol",150,33.2,2
"6252"," Passat",2020,39989,"Automatic",1986,"Diesel",145,37.2,2
"6253"," Passat",2015,11777,"Automatic",63820,"Diesel",30,62.8,2
"6254"," Passat",2019,17989,"Automatic",16748,"Diesel",150,51.4,2
"6255"," Passat",2020,33889,"Automatic",25,"Petrol",145,33.2,2
"6256"," Passat",2019,29882,"Automatic",52,"Petrol",150,33.2,2
"6257"," Passat",2015,8990,"Automatic",84213,"Diesel",30,62.8,2
"6258"," Passat",2015,9295,"Manual",61992,"Diesel",20,68.9,2
"6259"," Passat",2009,3685,"Manual",114988,"Diesel",165,50.4,2
"6260"," Passat",2015,8492,"Manual",113000,"Diesel",20,68.9,2
"6261"," Passat",2016,9992,"Manual",93000,"Diesel",20,67.3,2
"6262"," Passat",2016,6992,"Manual",119000,"Diesel",20,70.6,1.6
"6263"," Passat",2015,7390,"Manual",76225,"Diesel",20,70.6,1.6
"6264"," Passat",2016,8793,"Manual",117000,"Diesel",20,67.3,2
"6265"," Passat",2015,5793,"Manual",130000,"Diesel",20,68.9,1.6
"6266"," Passat",2015,7292,"Manual",97000,"Diesel",20,68.9,1.6
"6267"," Passat",2016,8482,"Manual",100000,"Diesel",20,68.9,1.6
